id,text,intent,author
1497,What's the forecast for today?,weather_query,user
1498,How is the weather today?,weather_query,user
1499,Will the weather be good today?,weather_query,user
1500,Will the weather be good today?,weather_query,user
1501,Show me Tesla stock price,stock_query,user
1502,Show me Tesla stock price,stock_query,user
1503,Tell me the stock value of Amazon,stock_query,user
1504,Tell me the stock value of Amazon,stock_query,user
1505,Show me Tesla stock price,stock_query,user
1506,Tell me the stock value of Amazon,stock_query,user
1507,Tell me the stock value of Amazon,stock_query,user
1508,What is the current share price of MSFT?,stock_query,user
1509,Show me Tesla stock price,stock_query,user
1510,What is the current share price of MSFT?,stock_query,user
1511,What is the current share price of MSFT?,stock_query,user
1512,Tell me the stock value of Amazon,stock_query,user
1513,What is Google's stock price?,stock_query,user
1514,What is Google's stock price?,stock_query,user
1515,Show me Tesla stock price,stock_query,user
1516,Show me Tesla stock price,stock_query,user
1517,Tell me the stock value of Amazon,stock_query,user
1518,Tell me the stock value of Amazon,stock_query,user
1519,Give me the stock price of AAPL,stock_query,user
1520,What is Google's stock price?,stock_query,user
1521,Tell me the stock value of Amazon,stock_query,user
1522,Show me Tesla stock price,stock_query,user
1523,Tell me the stock value of Amazon,stock_query,user
1524,What is Google's stock price?,stock_query,user
1525,Show me Tesla stock price,stock_query,user
1526,Show me Tesla stock price,stock_query,user
1527,Tell me the stock value of Amazon,stock_query,user
1528,Give me the stock price of AAPL,stock_query,user
1529,Show me Tesla stock price,stock_query,user
1530,What is Google's stock price?,stock_query,user
1531,Give me the stock price of AAPL,stock_query,user
1532,What is the current share price of MSFT?,stock_query,user
1533,What is the current share price of MSFT?,stock_query,user
1534,Show me Tesla stock price,stock_query,user
1535,Give me the stock price of AAPL,stock_query,user
1536,Show me Tesla stock price,stock_query,user
1537,Tell me the stock value of Amazon,stock_query,user
1538,Show me Tesla stock price,stock_query,user
1539,Show me Tesla stock price,stock_query,user
1540,Tell me the stock value of Amazon,stock_query,user
1541,What is the current share price of MSFT?,stock_query,user
1542,Give me the stock price of AAPL,stock_query,user
1543,Give me the stock price of AAPL,stock_query,user
1544,Tell me the stock value of Amazon,stock_query,user
1545,What is Google's stock price?,stock_query,user
1546,Tell me the stock value of Amazon,stock_query,user
1547,What is the current share price of MSFT?,stock_query,user
1548,Tell me the stock value of Amazon,stock_query,user
1549,What is Google's stock price?,stock_query,user
1550,What is the current share price of MSFT?,stock_query,user
1551,Show me Tesla stock price,stock_query,user
1552,What is the current share price of MSFT?,stock_query,user
1553,Give me the stock price of AAPL,stock_query,user
1554,Give me the stock price of AAPL,stock_query,user
1555,Tell me the stock value of Amazon,stock_query,user
1556,Tell me the stock value of Amazon,stock_query,user
1557,Tell me the stock value of Amazon,stock_query,user
1558,Give me the stock price of AAPL,stock_query,user
1559,Give me the stock price of AAPL,stock_query,user
1560,What is the current share price of MSFT?,stock_query,user
1561,What is the current share price of MSFT?,stock_query,user
1562,What is the current share price of MSFT?,stock_query,user
1563,Show me Tesla stock price,stock_query,user
1564,What is Google's stock price?,stock_query,user
1565,Give me the stock price of AAPL,stock_query,user
1566,Give me the stock price of AAPL,stock_query,user
1567,What is Google's stock price?,stock_query,user
1568,What is Google's stock price?,stock_query,user
1569,Show me Tesla stock price,stock_query,user
1570,Give me the stock price of AAPL,stock_query,user
1571,Tell me the stock value of Amazon,stock_query,user
1572,What is Google's stock price?,stock_query,user
1573,Show me Tesla stock price,stock_query,user
1574,Give me the stock price of AAPL,stock_query,user
1575,What is Google's stock price?,stock_query,user
1576,What is Google's stock price?,stock_query,user
1577,What is Google's stock price?,stock_query,user
1578,What is the current share price of MSFT?,stock_query,user
1579,Give me the stock price of AAPL,stock_query,user
1580,Tell me the stock value of Amazon,stock_query,user
1581,Tell me the stock value of Amazon,stock_query,user
1582,Give me the stock price of AAPL,stock_query,user
1583,Give me the stock price of AAPL,stock_query,user
1584,Tell me the stock value of Amazon,stock_query,user
1585,Tell me the stock value of Amazon,stock_query,user
1586,What is Google's stock price?,stock_query,user
1587,Tell me the stock value of Amazon,stock_query,user
1588,Show me Tesla stock price,stock_query,user
1589,Give me the stock price of AAPL,stock_query,user
1590,What is the current share price of MSFT?,stock_query,user
1591,What is Google's stock price?,stock_query,user
1592,What is Google's stock price?,stock_query,user
1593,Show me Tesla stock price,stock_query,user
1594,Tell me the stock value of Amazon,stock_query,user
1595,What is the current share price of MSFT?,stock_query,user
1596,Tell me the stock value of Amazon,stock_query,user
1597,What is the current share price of MSFT?,stock_query,user
1598,Show me Tesla stock price,stock_query,user
1599,What is the current share price of MSFT?,stock_query,user
1600,What is Google's stock price?,stock_query,user
1601,What is Google's stock price?,stock_query,user
1602,What is Google's stock price?,stock_query,user
1603,Tell me the stock value of Amazon,stock_query,user
1604,Show me Tesla stock price,stock_query,user
1605,Tell me the stock value of Amazon,stock_query,user
1606,Show me Tesla stock price,stock_query,user
1607,Give me the stock price of AAPL,stock_query,user
1608,Show me Tesla stock price,stock_query,user
1609,Show me Tesla stock price,stock_query,user
1610,Give me the stock price of AAPL,stock_query,user
1611,Tell me the stock value of Amazon,stock_query,user
1612,Show me Tesla stock price,stock_query,user
1613,Give me the stock price of AAPL,stock_query,user
1614,What is the current share price of MSFT?,stock_query,user
1615,Show me Tesla stock price,stock_query,user
1616,Give me the stock price of AAPL,stock_query,user
1617,What is the current share price of MSFT?,stock_query,user
1618,What is Google's stock price?,stock_query,user
1619,Give me the stock price of AAPL,stock_query,user
1620,Tell me the stock value of Amazon,stock_query,user
1621,Tell me the stock value of Amazon,stock_query,user
1622,What is the current share price of MSFT?,stock_query,user
1623,What is the current share price of MSFT?,stock_query,user
1624,What is the current share price of MSFT?,stock_query,user
1625,What is Google's stock price?,stock_query,user
1626,What is Google's stock price?,stock_query,user
1627,What is Google's stock price?,stock_query,user
1628,Give me the stock price of AAPL,stock_query,user
1629,Give me the stock price of AAPL,stock_query,user
1630,Give me the stock price of AAPL,stock_query,user
1631,What is Google's stock price?,stock_query,user
1632,Show me Tesla stock price,stock_query,user
1633,Tell me the stock value of Amazon,stock_query,user
1634,Tell me the stock value of Amazon,stock_query,user
1635,What is Google's stock price?,stock_query,user
1636,Show me Tesla stock price,stock_query,user
1637,What is the current share price of MSFT?,stock_query,user
1638,Show me Tesla stock price,stock_query,user
1639,Give me the stock price of AAPL,stock_query,user
1640,What is Google's stock price?,stock_query,user
1641,Tell me the stock value of Amazon,stock_query,user
1642,What is Google's stock price?,stock_query,user
1643,Tell me the stock value of Amazon,stock_query,user
1644,Show me Tesla stock price,stock_query,user
1645,Show me Tesla stock price,stock_query,user
1646,Tell me the stock value of Amazon,stock_query,user
1647,Tell me the stock value of Amazon,stock_query,user
1648,What is the current share price of MSFT?,stock_query,user
1649,What is Google's stock price?,stock_query,user
1650,Show me Tesla stock price,stock_query,user
1651,Tell me the stock value of Amazon,stock_query,user
1652,Tell me the stock value of Amazon,stock_query,user
1653,Give me the stock price of AAPL,stock_query,user
1654,Show me Tesla stock price,stock_query,user
1655,What is the current share price of MSFT?,stock_query,user
1656,Show me Tesla stock price,stock_query,user
1657,Tell me the stock value of Amazon,stock_query,user
1658,Show me Tesla stock price,stock_query,user
1659,What is Google's stock price?,stock_query,user
1660,Tell me the stock value of Amazon,stock_query,user
1661,What is Google's stock price?,stock_query,user
1662,Tell me the stock value of Amazon,stock_query,user
1663,Give me the stock price of AAPL,stock_query,user
1664,Show me Tesla stock price,stock_query,user
1665,What is Google's stock price?,stock_query,user
1666,Tell me the stock value of Amazon,stock_query,user
1667,Show me Tesla stock price,stock_query,user
1668,Tell me the stock value of Amazon,stock_query,user
1669,What is the current share price of MSFT?,stock_query,user
1670,Give me the stock price of AAPL,stock_query,user
1671,Tell me the stock value of Amazon,stock_query,user
1672,What is Google's stock price?,stock_query,user
1673,Show me Tesla stock price,stock_query,user
1674,Tell me the stock value of Amazon,stock_query,user
1675,What is the current share price of MSFT?,stock_query,user
1676,What is Google's stock price?,stock_query,user
1677,Show me Tesla stock price,stock_query,user
1678,What is Google's stock price?,stock_query,user
1679,What is Google's stock price?,stock_query,user
1680,What is Google's stock price?,stock_query,user
1681,What is Google's stock price?,stock_query,user
1682,What is the current share price of MSFT?,stock_query,user
1683,What is Google's stock price?,stock_query,user
1684,Tell me the stock value of Amazon,stock_query,user
1685,What is the current share price of MSFT?,stock_query,user
1686,Show me Tesla stock price,stock_query,user
1687,Show me Tesla stock price,stock_query,user
1688,Give me the stock price of AAPL,stock_query,user
1689,What is the current share price of MSFT?,stock_query,user
1690,What is the current share price of MSFT?,stock_query,user
1691,Give me the stock price of AAPL,stock_query,user
1692,Tell me the stock value of Amazon,stock_query,user
1693,Show me Tesla stock price,stock_query,user
1694,What is the current share price of MSFT?,stock_query,user
1695,What is Google's stock price?,stock_query,user
1696,Give me the stock price of AAPL,stock_query,user
1697,Show me Tesla stock price,stock_query,user
1698,Show me Tesla stock price,stock_query,user
1699,What is Google's stock price?,stock_query,user
1700,What is the current share price of MSFT?,stock_query,user
1701,What is Google's stock price?,stock_query,user
1702,What is the current share price of MSFT?,stock_query,user
1703,Give me the stock price of AAPL,stock_query,user
1704,Tell me the stock value of Amazon,stock_query,user
1705,Show me Tesla stock price,stock_query,user
1706,What is the current share price of MSFT?,stock_query,user
1707,Show me Tesla stock price,stock_query,user
1708,What is the current share price of MSFT?,stock_query,user
1709,Show me Tesla stock price,stock_query,user
1710,Show me Tesla stock price,stock_query,user
1711,What is the current share price of MSFT?,stock_query,user
1712,Tell me the stock value of Amazon,stock_query,user
1713,What is Google's stock price?,stock_query,user
1714,Tell me the stock value of Amazon,stock_query,user
1715,Give me the stock price of AAPL,stock_query,user
1716,Tell me the stock value of Amazon,stock_query,user
1717,Show me Tesla stock price,stock_query,user
1718,What is the current share price of MSFT?,stock_query,user
1719,Give me the stock price of AAPL,stock_query,user
1720,What is the current share price of MSFT?,stock_query,user
1721,Tell me the stock value of Amazon,stock_query,user
1722,What is Google's stock price?,stock_query,user
1723,What is Google's stock price?,stock_query,user
1724,Tell me the stock value of Amazon,stock_query,user
1725,What is the current share price of MSFT?,stock_query,user
1726,Show me Tesla stock price,stock_query,user
1727,Show me Tesla stock price,stock_query,user
1728,Give me the stock price of AAPL,stock_query,user
1729,What is Google's stock price?,stock_query,user
1730,What is the current share price of MSFT?,stock_query,user
1731,Show me Tesla stock price,stock_query,user
1732,Tell me the stock value of Amazon,stock_query,user
1733,Show me Tesla stock price,stock_query,user
1734,Show me Tesla stock price,stock_query,user
1735,What is the current share price of MSFT?,stock_query,user
1736,Show me Tesla stock price,stock_query,user
1737,What is Google's stock price?,stock_query,user
1738,Tell me the stock value of Amazon,stock_query,user
1739,Tell me the stock value of Amazon,stock_query,user
1740,What is the current share price of MSFT?,stock_query,user
1741,Tell me the stock value of Amazon,stock_query,user
1742,What is Google's stock price?,stock_query,user
1743,Tell me the stock value of Amazon,stock_query,user
1744,Give me the stock price of AAPL,stock_query,user
1745,Tell me the stock value of Amazon,stock_query,user
1746,Give me the stock price of AAPL,stock_query,user
1747,What is Google's stock price?,stock_query,user
1748,Give me the stock price of AAPL,stock_query,user
1749,Show me Tesla stock price,stock_query,user
1750,What is Google's stock price?,stock_query,user
1751,What is the current share price of MSFT?,stock_query,user
1752,What is the current share price of MSFT?,stock_query,user
1753,Tell me the stock value of Amazon,stock_query,user
1754,What is the current share price of MSFT?,stock_query,user
1755,What is Google's stock price?,stock_query,user
1756,What is Google's stock price?,stock_query,user
1757,Show me Tesla stock price,stock_query,user
1758,What is the current share price of MSFT?,stock_query,user
1759,Give me the stock price of AAPL,stock_query,user
1760,What is Google's stock price?,stock_query,user
1761,Show me Tesla stock price,stock_query,user
1762,What is Google's stock price?,stock_query,user
1763,Show me Tesla stock price,stock_query,user
1764,Give me the stock price of AAPL,stock_query,user
1765,Show me Tesla stock price,stock_query,user
1766,Show me Tesla stock price,stock_query,user
1767,Show me Tesla stock price,stock_query,user
1768,Tell me the stock value of Amazon,stock_query,user
1769,Show me Tesla stock price,stock_query,user
1770,Tell me the stock value of Amazon,stock_query,user
1771,Tell me the stock value of Amazon,stock_query,user
1772,Give me the stock price of AAPL,stock_query,user
1773,What is the current share price of MSFT?,stock_query,user
1774,Give me the stock price of AAPL,stock_query,user
1775,Show me Tesla stock price,stock_query,user
1776,Tell me the stock value of Amazon,stock_query,user
1777,Tell me the stock value of Amazon,stock_query,user
1778,Tell me the stock value of Amazon,stock_query,user
1779,Tell me the stock value of Amazon,stock_query,user
1780,What is Google's stock price?,stock_query,user
1781,Give me the stock price of AAPL,stock_query,user
1782,Give me the stock price of AAPL,stock_query,user
1783,Tell me the stock value of Amazon,stock_query,user
1784,Show me Tesla stock price,stock_query,user
1785,Show me Tesla stock price,stock_query,user
1786,Tell me the stock value of Amazon,stock_query,user
1787,Show me Tesla stock price,stock_query,user
1788,What is the current share price of MSFT?,stock_query,user
1789,What is the current share price of MSFT?,stock_query,user
1790,Tell me the stock value of Amazon,stock_query,user
1791,What is the current share price of MSFT?,stock_query,user
1792,Show me Tesla stock price,stock_query,user
1793,What is the current share price of MSFT?,stock_query,user
1794,Show me Tesla stock price,stock_query,user
1795,Give me the stock price of AAPL,stock_query,user
1796,What is Google's stock price?,stock_query,user
1797,Tell me the stock value of Amazon,stock_query,user
1798,Give me the stock price of AAPL,stock_query,user
1799,What is the current share price of MSFT?,stock_query,user
1800,What is Google's stock price?,stock_query,user
1801,Show me Tesla stock price,stock_query,user
1802,Tell me the stock value of Amazon,stock_query,user
1803,What is the current share price of MSFT?,stock_query,user
1804,What is Google's stock price?,stock_query,user
1805,Tell me the stock value of Amazon,stock_query,user
1806,Show me Tesla stock price,stock_query,user
1807,Tell me the stock value of Amazon,stock_query,user
1808,Give me the stock price of AAPL,stock_query,user
1809,Give me the stock price of AAPL,stock_query,user
1810,Tell me the stock value of Amazon,stock_query,user
1811,What is Google's stock price?,stock_query,user
1812,Give me the stock price of AAPL,stock_query,user
1813,Show me Tesla stock price,stock_query,user
1814,What is the current share price of MSFT?,stock_query,user
1815,Show me Tesla stock price,stock_query,user
1816,What is Google's stock price?,stock_query,user
1817,What is the current share price of MSFT?,stock_query,user
1818,Give me the stock price of AAPL,stock_query,user
1819,What is the current share price of MSFT?,stock_query,user
1820,What is the current share price of MSFT?,stock_query,user
1821,Give me the stock price of AAPL,stock_query,user
1822,Show me Tesla stock price,stock_query,user
1823,Show me Tesla stock price,stock_query,user
1824,Give me the stock price of AAPL,stock_query,user
1825,Give me the stock price of AAPL,stock_query,user
1826,Tell me the stock value of Amazon,stock_query,user
1827,What is Google's stock price?,stock_query,user
1828,Tell me the stock value of Amazon,stock_query,user
1829,Give me the stock price of AAPL,stock_query,user
1830,Give me the stock price of AAPL,stock_query,user
1831,What is the current share price of MSFT?,stock_query,user
1832,What is Google's stock price?,stock_query,user
1833,What is the current share price of MSFT?,stock_query,user
1834,What is Google's stock price?,stock_query,user
1835,Tell me the stock value of Amazon,stock_query,user
1836,What is the current share price of MSFT?,stock_query,user
1837,Tell me the stock value of Amazon,stock_query,user
1838,Tell me the stock value of Amazon,stock_query,user
1839,What is Google's stock price?,stock_query,user
1840,Tell me the stock value of Amazon,stock_query,user
1841,Show me Tesla stock price,stock_query,user
1842,What is the current share price of MSFT?,stock_query,user
1843,What is Google's stock price?,stock_query,user
1844,What is Google's stock price?,stock_query,user
1845,Show me Tesla stock price,stock_query,user
1846,Tell me the stock value of Amazon,stock_query,user
1847,Show me Tesla stock price,stock_query,user
1848,Give me the stock price of AAPL,stock_query,user
1849,Tell me the stock value of Amazon,stock_query,user
1850,What is the current share price of MSFT?,stock_query,user
1851,Give me the stock price of AAPL,stock_query,user
1852,What is the current share price of MSFT?,stock_query,user
1853,What is the current share price of MSFT?,stock_query,user
1854,Tell me the stock value of Amazon,stock_query,user
1855,What is the current share price of MSFT?,stock_query,user
1856,What is the current share price of MSFT?,stock_query,user
1857,Give me the stock price of AAPL,stock_query,user
1858,Give me the stock price of AAPL,stock_query,user
1859,What is the current share price of MSFT?,stock_query,user
1860,Give me the stock price of AAPL,stock_query,user
1861,What is the current share price of MSFT?,stock_query,user
1862,Tell me the stock value of Amazon,stock_query,user
1863,What is the current share price of MSFT?,stock_query,user
1864,What is the current share price of MSFT?,stock_query,user
1865,What is Google's stock price?,stock_query,user
1866,Tell me the stock value of Amazon,stock_query,user
1867,Give me the stock price of AAPL,stock_query,user
1868,What is the current share price of MSFT?,stock_query,user
1869,Tell me the stock value of Amazon,stock_query,user
1870,Tell me the stock value of Amazon,stock_query,user
1871,Show me Tesla stock price,stock_query,user
1872,Tell me the stock value of Amazon,stock_query,user
1873,What is the current share price of MSFT?,stock_query,user
1874,Tell me the stock value of Amazon,stock_query,user
1875,What is Google's stock price?,stock_query,user
1876,What is Google's stock price?,stock_query,user
1877,Give me the stock price of AAPL,stock_query,user
1878,Show me Tesla stock price,stock_query,user
1879,Show me Tesla stock price,stock_query,user
1880,What is Google's stock price?,stock_query,user
1881,What is Google's stock price?,stock_query,user
1882,Give me the stock price of AAPL,stock_query,user
1883,Show me Tesla stock price,stock_query,user
1884,What is the current share price of MSFT?,stock_query,user
1885,Tell me the stock value of Amazon,stock_query,user
1886,Show me Tesla stock price,stock_query,user
1887,What is Google's stock price?,stock_query,user
1888,Tell me the stock value of Amazon,stock_query,user
1889,What is the current share price of MSFT?,stock_query,user
1890,Tell me the stock value of Amazon,stock_query,user
1891,What is the current share price of MSFT?,stock_query,user
1892,What is the current share price of MSFT?,stock_query,user
1893,Tell me the stock value of Amazon,stock_query,user
1894,What is Google's stock price?,stock_query,user
1895,What is the current share price of MSFT?,stock_query,user
1896,What is Google's stock price?,stock_query,user
1897,What is the current share price of MSFT?,stock_query,user
1898,What is the current share price of MSFT?,stock_query,user
1899,Tell me the stock value of Amazon,stock_query,user
1900,Tell me the stock value of Amazon,stock_query,user
1901,Give me the stock price of AAPL,stock_query,user
1902,Tell me the stock value of Amazon,stock_query,user
1903,What is Google's stock price?,stock_query,user
1904,What is Google's stock price?,stock_query,user
1905,What is the current share price of MSFT?,stock_query,user
1906,What is Google's stock price?,stock_query,user
1907,Tell me the stock value of Amazon,stock_query,user
1908,What is the current share price of MSFT?,stock_query,user
1909,What is Google's stock price?,stock_query,user
1910,What is Google's stock price?,stock_query,user
1911,What is the current share price of MSFT?,stock_query,user
1912,Tell me the stock value of Amazon,stock_query,user
1913,What is the current share price of MSFT?,stock_query,user
1914,What is the current share price of MSFT?,stock_query,user
1915,What is Google's stock price?,stock_query,user
1916,Show me Tesla stock price,stock_query,user
1917,What is the current share price of MSFT?,stock_query,user
1918,What is the current share price of MSFT?,stock_query,user
1919,Tell me the stock value of Amazon,stock_query,user
1920,Give me the stock price of AAPL,stock_query,user
1921,What is Google's stock price?,stock_query,user
1922,What is the current share price of MSFT?,stock_query,user
1923,Show me Tesla stock price,stock_query,user
1924,What is the current share price of MSFT?,stock_query,user
1925,Give me the stock price of AAPL,stock_query,user
1926,Show me Tesla stock price,stock_query,user
1927,Show me Tesla stock price,stock_query,user
1928,What is Google's stock price?,stock_query,user
1929,Tell me the stock value of Amazon,stock_query,user
1930,What is the current share price of MSFT?,stock_query,user
1931,What is the current share price of MSFT?,stock_query,user
1932,What is the current share price of MSFT?,stock_query,user
1933,Show me Tesla stock price,stock_query,user
1934,What is the current share price of MSFT?,stock_query,user
1935,Give me the stock price of AAPL,stock_query,user
1936,Show me Tesla stock price,stock_query,user
1937,What is the current share price of MSFT?,stock_query,user
1938,Show me Tesla stock price,stock_query,user
1939,Give me the stock price of AAPL,stock_query,user
1940,What is the current share price of MSFT?,stock_query,user
1941,Give me the stock price of AAPL,stock_query,user
1942,Give me the stock price of AAPL,stock_query,user
1943,Show me Tesla stock price,stock_query,user
1944,What is Google's stock price?,stock_query,user
1945,Show me Tesla stock price,stock_query,user
1946,Show me Tesla stock price,stock_query,user
1947,Tell me the stock value of Amazon,stock_query,user
1948,What is the current share price of MSFT?,stock_query,user
1949,What is the current share price of MSFT?,stock_query,user
1950,Show me Tesla stock price,stock_query,user
1951,Give me the stock price of AAPL,stock_query,user
1952,Show me Tesla stock price,stock_query,user
1953,What is the current share price of MSFT?,stock_query,user
1954,What is the current share price of MSFT?,stock_query,user
1955,Give me the stock price of AAPL,stock_query,user
1956,Tell me the stock value of Amazon,stock_query,user
1957,What is Google's stock price?,stock_query,user
1958,What is Google's stock price?,stock_query,user
1959,Show me Tesla stock price,stock_query,user
1960,Show me Tesla stock price,stock_query,user
1961,Show me Tesla stock price,stock_query,user
1962,Show me Tesla stock price,stock_query,user
1963,Give me the stock price of AAPL,stock_query,user
1964,What is Google's stock price?,stock_query,user
1965,What is Google's stock price?,stock_query,user
1966,Tell me the stock value of Amazon,stock_query,user
1967,Give me the stock price of AAPL,stock_query,user
1968,Give me the stock price of AAPL,stock_query,user
1969,Tell me the stock value of Amazon,stock_query,user
1970,Give me the stock price of AAPL,stock_query,user
1971,Tell me the stock value of Amazon,stock_query,user
1972,Show me Tesla stock price,stock_query,user
1973,Give me the stock price of AAPL,stock_query,user
1974,Show me Tesla stock price,stock_query,user
1975,Show me Tesla stock price,stock_query,user
1976,What is the current share price of MSFT?,stock_query,user
1977,What is Google's stock price?,stock_query,user
1978,Give me the stock price of AAPL,stock_query,user
1979,What is the current share price of MSFT?,stock_query,user
1980,Show me Tesla stock price,stock_query,user
1981,Give me the stock price of AAPL,stock_query,user
1982,Tell me the stock value of Amazon,stock_query,user
1983,What is Google's stock price?,stock_query,user
1984,Show me Tesla stock price,stock_query,user
1985,What is the current share price of MSFT?,stock_query,user
1986,Tell me the stock value of Amazon,stock_query,user
1987,Give me the stock price of AAPL,stock_query,user
1988,Tell me the stock value of Amazon,stock_query,user
1989,Tell me the stock value of Amazon,stock_query,user
1990,Show me Tesla stock price,stock_query,user
1991,Give me the stock price of AAPL,stock_query,user
1992,Give me the stock price of AAPL,stock_query,user
1993,What is the current share price of MSFT?,stock_query,user
1994,What is the current share price of MSFT?,stock_query,user
1995,Give me the stock price of AAPL,stock_query,user
1996,Show me Tesla stock price,stock_query,user
1997,What is the current share price of MSFT?,stock_query,user
1998,What is Google's stock price?,stock_query,user
1999,Tell me the stock value of Amazon,stock_query,user
2000,What is Google's stock price?,stock_query,user
2001,Give me the stock price of AAPL,stock_query,user
2002,What is the current share price of MSFT?,stock_query,user
2003,Give me the stock price of AAPL,stock_query,user
2004,Give me the stock price of AAPL,stock_query,user
2005,What is the current share price of MSFT?,stock_query,user
2006,Show me Tesla stock price,stock_query,user
2007,Show me Tesla stock price,stock_query,user
2008,What is the current share price of MSFT?,stock_query,user
2009,Give me the stock price of AAPL,stock_query,user
2010,Give me the stock price of AAPL,stock_query,user
2011,Give me the stock price of AAPL,stock_query,user
2012,Give me the stock price of AAPL,stock_query,user
2013,Give me the stock price of AAPL,stock_query,user
2014,Show me Tesla stock price,stock_query,user
2015,Give me the stock price of AAPL,stock_query,user
2016,Show me Tesla stock price,stock_query,user
2017,Give me the stock price of AAPL,stock_query,user
2018,What is the current share price of MSFT?,stock_query,user
2019,What is the current share price of MSFT?,stock_query,user
2020,Give me the stock price of AAPL,stock_query,user
2021,Show me Tesla stock price,stock_query,user
2022,Tell me the stock value of Amazon,stock_query,user
2023,Tell me the stock value of Amazon,stock_query,user
2024,Give me the stock price of AAPL,stock_query,user
2025,Give me the stock price of AAPL,stock_query,user
2026,Tell me the stock value of Amazon,stock_query,user
2027,Show me Tesla stock price,stock_query,user
2028,What is Google's stock price?,stock_query,user
2029,Tell me the stock value of Amazon,stock_query,user
2030,Give me the stock price of AAPL,stock_query,user
2031,Give me the stock price of AAPL,stock_query,user
2032,Tell me the stock value of Amazon,stock_query,user
2033,What is the current share price of MSFT?,stock_query,user
2034,Show me Tesla stock price,stock_query,user
2035,Show me Tesla stock price,stock_query,user
2036,What is Google's stock price?,stock_query,user
2037,What is the current share price of MSFT?,stock_query,user
2038,Show me Tesla stock price,stock_query,user
2039,What is the current share price of MSFT?,stock_query,user
2040,Give me the stock price of AAPL,stock_query,user
2041,Tell me the stock value of Amazon,stock_query,user
2042,What is the current share price of MSFT?,stock_query,user
2043,What is Google's stock price?,stock_query,user
2044,Show me Tesla stock price,stock_query,user
2045,What is Google's stock price?,stock_query,user
2046,What is the current share price of MSFT?,stock_query,user
2047,What is the current share price of MSFT?,stock_query,user
2048,What is the current share price of MSFT?,stock_query,user
2049,Show me Tesla stock price,stock_query,user
2050,What is the current share price of MSFT?,stock_query,user
2051,Show me Tesla stock price,stock_query,user
2052,Show me Tesla stock price,stock_query,user
2053,What is Google's stock price?,stock_query,user
2054,Show me Tesla stock price,stock_query,user
2055,What is Google's stock price?,stock_query,user
2056,What is the current share price of MSFT?,stock_query,user
2057,Give me the stock price of AAPL,stock_query,user
2058,Show me Tesla stock price,stock_query,user
2059,What is Google's stock price?,stock_query,user
2060,What is the current share price of MSFT?,stock_query,user
2061,Give me the stock price of AAPL,stock_query,user
2062,What is Google's stock price?,stock_query,user
2063,What is the current share price of MSFT?,stock_query,user
2064,What is the current share price of MSFT?,stock_query,user
2065,Show me Tesla stock price,stock_query,user
2066,Give me the stock price of AAPL,stock_query,user
2067,Show me Tesla stock price,stock_query,user
2068,Show me Tesla stock price,stock_query,user
2069,Give me the stock price of AAPL,stock_query,user
2070,Show me Tesla stock price,stock_query,user
2071,What is Google's stock price?,stock_query,user
2072,Show me Tesla stock price,stock_query,user
2073,Tell me the stock value of Amazon,stock_query,user
2074,Show me Tesla stock price,stock_query,user
2075,What is the current share price of MSFT?,stock_query,user
2076,What is the current share price of MSFT?,stock_query,user
2077,Tell me the stock value of Amazon,stock_query,user
2078,Tell me the stock value of Amazon,stock_query,user
2079,Give me the stock price of AAPL,stock_query,user
2080,What is Google's stock price?,stock_query,user
2081,What is Google's stock price?,stock_query,user
2082,Show me Tesla stock price,stock_query,user
2083,Give me the stock price of AAPL,stock_query,user
2084,Show me Tesla stock price,stock_query,user
2085,Show me Tesla stock price,stock_query,user
2086,Tell me the stock value of Amazon,stock_query,user
2087,What is the current share price of MSFT?,stock_query,user
2088,Tell me the stock value of Amazon,stock_query,user
2089,Give me the stock price of AAPL,stock_query,user
2090,Show me Tesla stock price,stock_query,user
2091,Give me the stock price of AAPL,stock_query,user
2092,What is Google's stock price?,stock_query,user
2093,What is the current share price of MSFT?,stock_query,user
2094,What is Google's stock price?,stock_query,user
2095,What is the current share price of MSFT?,stock_query,user
2096,What is the current share price of MSFT?,stock_query,user
2097,Give me the stock price of AAPL,stock_query,user
2098,What is the current share price of MSFT?,stock_query,user
2099,What is the current share price of MSFT?,stock_query,user
2100,What is the current share price of MSFT?,stock_query,user
2101,What is the current share price of MSFT?,stock_query,user
2102,Give me the stock price of AAPL,stock_query,user
2103,What is the current share price of MSFT?,stock_query,user
2104,What is the current share price of MSFT?,stock_query,user
2105,What is the current share price of MSFT?,stock_query,user
2106,What is the current share price of MSFT?,stock_query,user
2107,Give me the stock price of AAPL,stock_query,user
2108,What is Google's stock price?,stock_query,user
2109,Give me the stock price of AAPL,stock_query,user
2110,Show me Tesla stock price,stock_query,user
2111,What is the current share price of MSFT?,stock_query,user
2112,Tell me the stock value of Amazon,stock_query,user
2113,Show me Tesla stock price,stock_query,user
2114,Show me Tesla stock price,stock_query,user
2115,What is Google's stock price?,stock_query,user
2116,Give me the stock price of AAPL,stock_query,user
2117,What is the current share price of MSFT?,stock_query,user
2118,What is the current share price of MSFT?,stock_query,user
2119,What is Google's stock price?,stock_query,user
2120,Give me the stock price of AAPL,stock_query,user
2121,What is the current share price of MSFT?,stock_query,user
2122,Tell me the stock value of Amazon,stock_query,user
2123,Show me Tesla stock price,stock_query,user
2124,Show me Tesla stock price,stock_query,user
2125,What is the current share price of MSFT?,stock_query,user
